2400410.500000000, A.D. 1860-Jan-01 00:00:00.0000,  4.799653185818661E-02,  2.746944499621001E+09,  7.777789808370734E-01,  7.393689316028647E+01,  9.070626125480007E+01,  2.408241401046168E+06,  1.346700120486130E-07,  2.688836366961529E+02,  2.633994879732223E+02,  2.885435391304485E+09,  3.023926282987969E+09,  2.673200919222075E+09,
2400450.500000000, A.D. 1860-Feb-10 00:00:00.0000,  4.811012454314626E-02,  2.746220774747170E+09,  7.778351734115142E-01,  7.393648344703661E+01,  9.087647518521358E+01,  2.408253291205037E+06,  1.346991389476330E-07,  2.691910722205479E+02,  2.636917383689087E+02,  2.885019418269513E+09,  3.023818061791855E+09,  2.672622875042708E+09,
2400490.500000000, A.D. 1860-Mar-21 00:00:00.0000,  4.822551797300495E-02,  2.745406244786606E+09,  7.778581939288809E-01,  7.393632383492442E+01,  9.108381250191326E+01,  2.408268027407371E+06,  1.347345852488449E-07,  2.694612732917483E+02,  2.639469349291355E+02,  2.884513397480159E+09,  3.023620550173712E+09,  2.671919754939732E+09,
2400530.500000000, A.D. 1860-Apr-30 00:00:00.0000,  4.832007119521251E-02,  2.744567010737265E+09,  7.778357126499794E-01,  7.393646164534907E+01,  9.132788695806954E+01,  2.408285804140353E+06,  1.347763023616065E-07,  2.696920229612413E+02,  2.641654093621508E+02,  2.883918140612842E+09,  3.023269270488419E+09,  2.671092719505804E+09,
2400570.500000000, A.D. 1860-Jun-09 00:00:00.0000,  4.839369118934785E-02,  2.743833474882016E+09,  7.778213582612713E-01,  7.393653997119733E+01,  9.155261820319443E+01,  2.408302294759639E+06,  1.348147075815733E-07,  2.699401262744368E+02,  2.644035995137881E+02,  2.883370412194248E+09,  3.022907349506479E+09,  2.670331794342039E+09,
2400610.500000000, A.D. 1860-Jul-19 00:00:00.0000,  4.845596059953439E-02,  2.743198267566956E+09,  7.778107428076508E-01,  7.393659569416495E+01,  9.174916845861135E+01,  2.408316732140254E+06,  1.348482992629950E-07,  2.702155134667055E+02,  2.646703125334145E+02,  2.882891546769972E+09,  3.022584825972989E+09,  2.669666595482164E+09,
2400650.500000000, A.D. 1860-Aug-28 00:00:00.0000,  4.852507298757171E-02,  2.742630649981502E+09,  7.778464650556937E-01,  7.393644224421691E+01,  9.190852090710024E+01,  2.408328236481657E+06,  1.348754682244539E-07,  2.705294906322519E+02,  2.649747602041796E+02,  2.882504385683805E+09,  3.022378121386107E+09,  2.669128824827533E+09,
2400690.500000000, A.D. 1860-Oct-07 00:00:00.0000,  4.861028387861395E-02,  2.741961829724402E+09,  7.778391428098984E-01,  7.393646873861003E+01,  9.209165941690415E+01,  2.408341414075190E+06,  1.349066948253028E-07,  2.708214165841304E+02,  2.652555721288181E+02,  2.882059563249011E+09,  3.022157296773619E+09,  2.668511006560359E+09,
2400730.500000000, A.D. 1860-Nov-16 00:00:00.0000,  4.869577250208464E-02,  2.741206424456364E+09,  7.778209280974463E-01,  7.393652447557834E+01,  9.231178545233827E+01,  2.408357413823252E+06,  1.349442733479419E-07,  2.710763990986096E+02,  2.654996916342004E+02,  2.881524485249248E+09,  3.021842546042131E+09,  2.667767894616557E+09,
2400770.500000000, A.D. 1860-Dec-26 00:00:00.0000,  4.877067717211730E-02,  2.740380737663183E+09,  7.777544913141090E-01,  7.393669018932884E+01,  9.257482469024741E+01,  2.408376794262215E+06,  1.349893218104022E-07,  2.712872012589966E+02,  2.657011057025322E+02,  2.880883370496173E+09,  3.021386003329164E+09,  2.666877610553775E+09,
2400810.500000000, A.D. 1861-Feb-04 00:00:00.0000,  4.882126390524721E-02,  2.739630746574778E+09,  7.777268684564801E-01,  7.393674611967354E+01,  9.283492453654657E+01,  2.408396166021556E+06,  1.350339844100825E-07,  2.714985180897259E+02,  2.659058829786914E+02,  2.880248099135246E+09,  3.020865451695714E+09,  2.665995538624721E+09,
2400850.500000000, A.D. 1861-Mar-16 00:00:00.0000,  4.886545821106859E-02,  2.738949590272051E+09,  7.777192537358615E-01,  7.393675463189821E+01,  9.307333397434796E+01,  2.408413931982733E+06,  1.350749459954097E-07,  2.717311536051022E+02,  2.661327173232373E+02,  2.879665778009205E+09,  3.020381965746358E+09,  2.665187073346925E+09,
2400890.500000000, A.D. 1861-Apr-25 00:00:00.0000,  4.890619417938790E-02,  2.738303968034523E+09,  7.777315588609771E-01,  7.393674671958065E+01,  9.330075630333563E+01,  2.408430884513272E+06,  1.351140390253919E-07,  2.719746598412668E+02,  2.663708779050273E+02,  2.879110295195214E+09,  3.019916622355905E+09,  2.664415945202744E+09,
2400930.500000000, A.D. 1861-Jun-04 00:00:00.0000,  4.895231687343230E-02,  2.737624474277937E+09,  7.777123024061205E-01,  7.393674372492464E+01,  9.353629952745462E+01,  2.408448398435521E+06,  1.351545142953744E-07,  2.722108684399326E+02,  2.666012375206631E+02,  2.878535453951163E+09,  3.019446433624390E+09,  2.663618021764597E+09,
2400970.500000000, A.D. 1861-Jul-14 00:00:00.0000,  4.898620234469557E-02,  2.736913225804586E+09,  7.776421779740118E-01,  7.393671038157112E+01,  9.379994859830980E+01,  2.408468157809485E+06,  1.351999761213717E-07,  2.724177752517405E+02,  2.668038422624248E+02,  2.877890134246593E+09,  3.018867042688600E+09,  2.662722363773355E+09,
